SaleID,ProductID,ProductName,Category,QuantitySold,PricePerUnit,TotalAmount,SaleDate
56,14,Printer All-in-One,Office Supplies,8,82.21,657.68,2024-01-05
57,2,Wireless Mouse,Electronics,1,38.65,38.65,2024-12-06
58,13,Tablet S,Electronics,10,694.47,6944.7,2024-05-02
59,2,Wireless Mouse,Electronics,6,42.42,254.52,2024-11-25
60,14,Printer All-in-One,Office Supplies,6,174.3,1045.8,2024-07-23
61,3,Mechanical Keyboard,Electronics,2,195.66,391.32,2024-04-23
62,2,Wireless Mouse,Electronics,1,26.52,26.52,2024-03-21
63,4,"4K UHD Monitor 27""",Electronics,2,281.81,563.62,2024-02-18
64,4,"4K UHD Monitor 27""",Electronics,4,417.4,1669.6,2024-05-24
65,8,Python Programming Book,Books,7,69.93,489.51,2024-02-18
66,5,USB-C Hub,Accessories,6,32.51,195.06,2024-02-09
67,15,A4 Printing Paper (Ream),Office Supplies,8,10.45,83.6,2024-02-06
68,3,Mechanical Keyboard,Electronics,4,78.05,312.2,2024-06-12
69,8,Python Programming Book,Books,7,48.64,340.48,2024-05-25
70,10,Noise Cancelling Headphones,Electronics,1,105.38,105.38,2024-05-21
71,11,Webcam HD 1080p,Electronics,3,47.75,143.25,2024-08-23
72,5,USB-C Hub,Accessories,2,30.97,61.94,2024-12-06
73,9,Cloud Computing Textbook,Books,8,84.6,676.8,2024-12-26
74,9,Cloud Computing Textbook,Books,5,80.17,400.85,2024-09-08
75,12,Smartphone X,Electronics,3,730.11,2190.33,2024-09-02
76,5,USB-C Hub,Accessories,5,64.86,324.3,2024-12-07
77,6,Office Chair Ergonomic,Furniture,5,171.12,855.6,2024-10-25
78,3,Mechanical Keyboard,Electronics,3,86.84,260.52,2024-08-26
79,4,"4K UHD Monitor 27""",Electronics,10,399.24,3992.4,2024-12-02
80,1,"Laptop Pro 13""",Electronics,3,1023.04,3069.12,2024-11-15
81,3,Mechanical Keyboard,Electronics,1,142.72,142.72,2024-09-27
82,2,Wireless Mouse,Electronics,9,36.37,327.33,2024-10-29
83,10,Noise Cancelling Headphones,Electronics,5,325.12,1625.6,2024-10-04
84,9,Cloud Computing Textbook,Books,7,47.75,334.25,2024-08-12
85,15,A4 Printing Paper (Ream),Office Supplies,7,12.18,85.26,2024-07-03
86,8,Python Programming Book,Books,5,38.0,190.0,2024-08-01
87,12,Smartphone X,Electronics,7,701.39,4909.73,2024-01-05
88,1,"Laptop Pro 13""",Electronics,7,1060.56,7423.92,2024-09-04
89,15,A4 Printing Paper (Ream),Office Supplies,1,6.02,6.02,2024-04-19
90,6,Office Chair Ergonomic,Furniture,4,175.59,702.36,2024-01-16
91,11,Webcam HD 1080p,Electronics,3,57.1,171.3,2024-11-20
92,15,A4 Printing Paper (Ream),Office Supplies,6,8.12,48.72,2024-07-23
93,1,"Laptop Pro 13""",Electronics,7,1346.38,9424.66,2024-11-07
94,6,Office Chair Ergonomic,Furniture,7,291.18,2038.26,2024-12-27
95,3,Mechanical Keyboard,Electronics,3,193.71,581.13,2024-12-29
96,2,Wireless Mouse,Electronics,10,40.32,403.2,2024-01-14
97,2,Wireless Mouse,Electronics,9,44.76,402.84,2024-01-11
98,3,Mechanical Keyboard,Electronics,3,151.63,454.89,2024-03-11
99,14,Printer All-in-One,Office Supplies,2,142.58,285.16,2024-12-29
100,1,"Laptop Pro 13""",Electronics,8,1408.6,11268.8,2024-01-30
101,8,Python Programming Book,Books,1,69.67,69.67,2024-10-04
102,10,Noise Cancelling Headphones,Electronics,3,182.75,548.25,2024-06-01
103,15,A4 Printing Paper (Ream),Office Supplies,7,12.53,87.71,2024-05-15
104,7,Standing Desk (Electric),Furniture,7,643.07,4501.49,2024-10-25
105,3,Mechanical Keyboard,Electronics,2,185.87,371.74,2024-01-03
106,15,A4 Printing Paper (Ream),Office Supplies,1,12.46,12.46,2024-02-16
107,10,Noise Cancelling Headphones,Electronics,6,194.09,1164.54,2024-02-09
108,15,A4 Printing Paper (Ream),Office Supplies,8,11.55,92.4,2024-01-05
109,8,Python Programming Book,Books,1,31.38,31.38,2024-05-28
110,4,"4K UHD Monitor 27""",Electronics,7,401.69,2811.83,2024-10-03
111,3,Mechanical Keyboard,Electronics,5,94.08,470.4,2024-04-08
112,5,USB-C Hub,Accessories,2,52.2,104.4,2024-09-12
113,6,Office Chair Ergonomic,Furniture,6,339.01,2034.06,2024-01-13
114,9,Cloud Computing Textbook,Books,8,66.54,532.32,2024-05-22
115,9,Cloud Computing Textbook,Books,8,78.63,629.04,2024-07-30
116,11,Webcam HD 1080p,Electronics,8,107.77,862.16,2024-03-24
117,12,Smartphone X,Electronics,4,854.96,3419.84,2024-02-12
118,14,Printer All-in-One,Office Supplies,6,240.53,1443.18,2024-08-03
119,9,Cloud Computing Textbook,Books,3,77.77,233.31,2024-02-15
120,15,A4 Printing Paper (Ream),Office Supplies,9,6.94,62.46,2024-07-24
121,3,Mechanical Keyboard,Electronics,8,168.33,1346.64,2024-05-09
122,2,Wireless Mouse,Electronics,1,25.35,25.35,2024-10-12
123,10,Noise Cancelling Headphones,Electronics,9,268.05,2412.45,2024-04-25
124,13,Tablet S,Electronics,2,520.92,1041.84,2024-10-21
125,13,Tablet S,Electronics,10,469.83,4698.3,2024-10-14
126,12,Smartphone X,Electronics,10,1112.89,11128.9,2024-01-11
127,13,Tablet S,Electronics,10,737.48,7374.8,2024-08-14
128,9,Cloud Computing Textbook,Books,7,84.51,591.57,2024-02-05
129,4,"4K UHD Monitor 27""",Electronics,1,324.51,324.51,2024-02-01
130,4,"4K UHD Monitor 27""",Electronics,1,377.04,377.04,2024-03-02
131,1,"Laptop Pro 13""",Electronics,7,1296.84,9077.88,2024-09-17
132,9,Cloud Computing Textbook,Books,5,73.44,367.2,2024-11-11
133,12,Smartphone X,Electronics,7,616.1,4312.7,2024-09-06
134,10,Noise Cancelling Headphones,Electronics,8,177.89,1423.12,2024-04-27
135,9,Cloud Computing Textbook,Books,5,48.32,241.6,2024-08-19
136,5,USB-C Hub,Accessories,3,50.36,151.08,2024-01-03
137,4,"4K UHD Monitor 27""",Electronics,6,346.32,2077.92,2024-06-14
138,9,Cloud Computing Textbook,Books,4,55.3,221.2,2024-03-19
139,6,Office Chair Ergonomic,Furniture,4,325.15,1300.6,2024-10-04
140,4,"4K UHD Monitor 27""",Electronics,4,265.21,1060.84,2024-07-08
141,4,"4K UHD Monitor 27""",Electronics,8,337.13,2697.04,2024-07-10
142,3,Mechanical Keyboard,Electronics,4,159.02,636.08,2024-09-06
143,9,Cloud Computing Textbook,Books,8,62.31,498.48,2024-09-05
144,10,Noise Cancelling Headphones,Electronics,1,182.95,182.95,2024-04-15
145,13,Tablet S,Electronics,10,534.51,5345.1,2024-05-01
146,6,Office Chair Ergonomic,Furniture,9,279.65,2516.85,2024-10-16
147,13,Tablet S,Electronics,7,392.67,2748.69,2024-03-26
148,12,Smartphone X,Electronics,10,928.31,9283.1,2024-01-13
149,8,Python Programming Book,Books,3,62.95,188.85,2024-12-27
150,1,"Laptop Pro 13""",Electronics,6,1430.47,8582.82,2024-01-29
151,4,"4K UHD Monitor 27""",Electronics,6,358.29,2149.74,2024-11-14
152,12,Smartphone X,Electronics,3,667.79,2003.37,2024-04-24
153,12,Smartphone X,Electronics,4,819.52,3278.08,2024-01-31
154,7,Standing Desk (Electric),Furniture,8,675.32,5402.56,2024-09-10
155,5,USB-C Hub,Accessories,7,50.04,350.28,2024-04-22
156,1,"Laptop Pro 13""",Electronics,7,1139.35,7975.45,2024-04-01
157,15,A4 Printing Paper (Ream),Office Supplies,6,10.92,65.52,2024-03-12
158,15,A4 Printing Paper (Ream),Office Supplies,9,6.19,55.71,2024-04-21
159,5,USB-C Hub,Accessories,6,77.7,466.2,2024-06-28
160,8,Python Programming Book,Books,1,68.38,68.38,2024-05-02
161,4,"4K UHD Monitor 27""",Electronics,9,316.9,2852.1,2024-12-18
162,14,Printer All-in-One,Office Supplies,10,227.17,2271.7,2024-02-25
163,9,Cloud Computing Textbook,Books,4,48.84,195.36,2024-07-12
164,14,Printer All-in-One,Office Supplies,6,127.29,763.74,2024-03-02
165,9,Cloud Computing Textbook,Books,7,73.19,512.33,2024-11-12
166,3,Mechanical Keyboard,Electronics,2,179.1,358.2,2024-05-19
167,13,Tablet S,Electronics,2,610.03,1220.06,2024-09-16
168,8,Python Programming Book,Books,8,53.99,431.92,2024-11-19
169,10,Noise Cancelling Headphones,Electronics,2,286.09,572.18,2024-08-28
170,11,Webcam HD 1080p,Electronics,7,106.61,746.27,2024-11-19
171,9,Cloud Computing Textbook,Books,1,73.98,73.98,2024-10-30
172,7,Standing Desk (Electric),Furniture,8,647.83,5182.64,2024-02-13
173,9,Cloud Computing Textbook,Books,7,85.7,599.9,2024-01-14
174,12,Smartphone X,Electronics,4,1068.57,4274.28,2024-11-16
175,13,Tablet S,Electronics,1,516.35,516.35,2024-04-06
176,14,Printer All-in-One,Office Supplies,7,233.33,1633.31,2024-08-15
177,10,Noise Cancelling Headphones,Electronics,3,143.45,430.35,2024-06-06
178,2,Wireless Mouse,Electronics,2,47.48,94.96,2024-07-14
179,5,USB-C Hub,Accessories,1,65.27,65.27,2024-06-25
180,5,USB-C Hub,Accessories,8,46.11,368.88,2024-10-17
181,4,"4K UHD Monitor 27""",Electronics,7,296.72,2077.04,2024-11-14
182,11,Webcam HD 1080p,Electronics,8,63.68,509.44,2024-07-03
183,10,Noise Cancelling Headphones,Electronics,8,219.01,1752.08,2024-06-22
184,11,Webcam HD 1080p,Electronics,2,115.32,230.64,2024-08-22
185,1,"Laptop Pro 13""",Electronics,8,963.52,7708.16,2024-05-30
186,7,Standing Desk (Electric),Furniture,3,386.24,1158.72,2024-12-27
187,4,"4K UHD Monitor 27""",Electronics,2,287.59,575.18,2024-06-07
188,5,USB-C Hub,Accessories,6,61.71,370.26,2024-09-15
189,7,Standing Desk (Electric),Furniture,6,573.05,3438.3,2024-08-07
190,10,Noise Cancelling Headphones,Electronics,10,285.14,2851.4,2024-01-15
191,8,Python Programming Book,Books,7,27.63,193.41,2024-08-14
192,4,"4K UHD Monitor 27""",Electronics,10,431.82,4318.2,2024-11-09
193,13,Tablet S,Electronics,1,524.84,524.84,2024-10-04
194,7,Standing Desk (Electric),Furniture,9,682.08,6138.72,2024-06-02
195,2,Wireless Mouse,Electronics,3,35.71,107.13,2024-12-26
196,9,Cloud Computing Textbook,Books,2,70.61,141.22,2024-11-23
197,3,Mechanical Keyboard,Electronics,2,155.31,310.62,2024-02-08
198,1,"Laptop Pro 13""",Electronics,6,1203.61,7221.66,2024-08-17
199,7,Standing Desk (Electric),Furniture,5,644.12,3220.6,2024-07-05
200,7,Standing Desk (Electric),Furniture,8,494.01,3952.08,2024-01-29
201,1,"Laptop Pro 13""",Electronics,4,975.74,3902.96,2024-03-02
202,5,USB-C Hub,Accessories,8,40.48,323.84,2024-01-25
203,15,A4 Printing Paper (Ream),Office Supplies,2,12.85,25.7,2024-11-27
204,9,Cloud Computing Textbook,Books,5,72.48,362.4,2024-05-08
205,13,Tablet S,Electronics,3,543.8,1631.4,2024-12-13
206,13,Tablet S,Electronics,1,610.16,610.16,2024-07-21
207,5,USB-C Hub,Accessories,10,42.71,427.1,2024-01-10
208,10,Noise Cancelling Headphones,Electronics,7,298.02,2086.14,2024-09-29
209,12,Smartphone X,Electronics,2,990.83,1981.66,2024-09-17
210,6,Office Chair Ergonomic,Furniture,5,338.29,1691.45,2024-07-23
211,15,A4 Printing Paper (Ream),Office Supplies,1,9.63,9.63,2024-10-31
212,3,Mechanical Keyboard,Electronics,5,146.81,734.05,2024-04-13
213,15,A4 Printing Paper (Ream),Office Supplies,3,7.75,23.25,2024-11-23
214,8,Python Programming Book,Books,8,67.14,537.12,2024-01-16
215,3,Mechanical Keyboard,Electronics,4,181.95,727.8,2024-12-26
216,10,Noise Cancelling Headphones,Electronics,8,308.22,2465.76,2024-04-24
217,9,Cloud Computing Textbook,Books,9,44.75,402.75,2024-11-30
218,4,"4K UHD Monitor 27""",Electronics,6,341.37,2048.22,2024-10-12
219,3,Mechanical Keyboard,Electronics,7,139.5,976.5,2024-06-25
220,11,Webcam HD 1080p,Electronics,6,54.66,327.96,2024-10-26
221,2,Wireless Mouse,Electronics,1,24.37,24.37,2024-06-26
222,10,Noise Cancelling Headphones,Electronics,3,145.79,437.37,2024-10-12
223,13,Tablet S,Electronics,10,488.11,4881.1,2024-10-28
224,6,Office Chair Ergonomic,Furniture,8,312.97,2503.76,2024-02-25
225,1,"Laptop Pro 13""",Electronics,2,1142.95,2285.9,2024-10-15
226,5,USB-C Hub,Accessories,8,50.47,403.76,2024-02-29
227,14,Printer All-in-One,Office Supplies,5,155.76,778.8,2024-10-30
228,14,Printer All-in-One,Office Supplies,10,135.73,1357.3,2024-10-08
229,13,Tablet S,Electronics,5,638.29,3191.45,2024-07-31
230,14,Printer All-in-One,Office Supplies,1,234.61,234.61,2024-09-24
231,13,Tablet S,Electronics,7,694.07,4858.49,2024-01-15
232,7,Standing Desk (Electric),Furniture,5,669.5,3347.5,2024-07-20
233,13,Tablet S,Electronics,8,446.4,3571.2,2024-12-17
234,1,"Laptop Pro 13""",Electronics,5,1288.14,6440.7,2024-06-29
235,10,Noise Cancelling Headphones,Electronics,9,162.91,1466.19,2024-06-07
236,10,Noise Cancelling Headphones,Electronics,4,188.2,752.8,2024-04-18
237,5,USB-C Hub,Accessories,1,72.37,72.37,2024-06-13
238,10,Noise Cancelling Headphones,Electronics,6,155.88,935.28,2024-01-12
239,2,Wireless Mouse,Electronics,2,35.44,70.88,2024-03-25
240,7,Standing Desk (Electric),Furniture,7,378.37,2648.59,2024-07-28
241,9,Cloud Computing Textbook,Books,10,86.54,865.4,2024-01-27
242,8,Python Programming Book,Books,5,56.48,282.4,2024-01-07
243,15,A4 Printing Paper (Ream),Office Supplies,3,12.43,37.29,2024-04-09
244,13,Tablet S,Electronics,9,437.69,3939.21,2024-08-26
245,9,Cloud Computing Textbook,Books,10,75.35,753.5,2024-06-19
246,15,A4 Printing Paper (Ream),Office Supplies,4,8.6,34.4,2024-09-25
247,9,Cloud Computing Textbook,Books,7,71.19,498.33,2024-01-07
248,11,Webcam HD 1080p,Electronics,10,51.46,514.6,2024-04-06
249,14,Printer All-in-One,Office Supplies,7,222.89,1560.23,2024-06-07
250,7,Standing Desk (Electric),Furniture,2,525.93,1051.86,2024-12-06
251,3,Mechanical Keyboard,Electronics,5,132.38,661.9,2024-02-29
252,14,Printer All-in-One,Office Supplies,9,129.84,1168.56,2024-11-26
253,13,Tablet S,Electronics,8,602.64,4821.12,2024-06-03
254,1,"Laptop Pro 13""",Electronics,2,1059.64,2119.28,2024-06-08
255,3,Mechanical Keyboard,Electronics,4,94.47,377.88,2024-04-20
256,1,"Laptop Pro 13""",Electronics,9,1430.9,12878.1,2024-07-31
257,11,Webcam HD 1080p,Electronics,9,56.93,512.37,2024-10-20
258,10,Noise Cancelling Headphones,Electronics,3,226.3,678.9,2024-05-03
259,7,Standing Desk (Electric),Furniture,7,547.19,3830.33,2024-04-19
260,9,Cloud Computing Textbook,Books,9,72.99,656.91,2024-07-25
261,11,Webcam HD 1080p,Electronics,6,109.08,654.48,2024-09-27
262,3,Mechanical Keyboard,Electronics,5,117.13,585.65,2024-07-17
263,14,Printer All-in-One,Office Supplies,2,124.96,249.92,2024-07-12
264,12,Smartphone X,Electronics,5,1175.65,5878.25,2024-02-06
265,12,Smartphone X,Electronics,10,982.45,9824.5,2024-01-07
266,11,Webcam HD 1080p,Electronics,2,69.99,139.98,2024-06-29
267,15,A4 Printing Paper (Ream),Office Supplies,6,13.59,81.54,2024-01-10
268,15,A4 Printing Paper (Ream),Office Supplies,9,12.21,109.89,2024-12-06
269,4,"4K UHD Monitor 27""",Electronics,9,465.42,4188.78,2024-12-09
270,15,A4 Printing Paper (Ream),Office Supplies,9,7.0,63.0,2024-10-23
271,14,Printer All-in-One,Office Supplies,2,222.02,444.04,2024-07-22
272,15,A4 Printing Paper (Ream),Office Supplies,9,8.92,80.28,2024-01-23
273,13,Tablet S,Electronics,3,653.23,1959.69,2024-07-14
274,5,USB-C Hub,Accessories,4,72.25,289.0,2024-05-24
275,7,Standing Desk (Electric),Furniture,3,497.46,1492.38,2024-01-13
276,4,"4K UHD Monitor 27""",Electronics,2,253.8,507.6,2024-12-26
277,3,Mechanical Keyboard,Electronics,8,183.76,1470.08,2024-12-20
278,12,Smartphone X,Electronics,2,790.8,1581.6,2024-08-11
279,4,"4K UHD Monitor 27""",Electronics,7,268.77,1881.39,2024-07-15
280,1,"Laptop Pro 13""",Electronics,6,1314.45,7886.7,2024-05-19
281,7,Standing Desk (Electric),Furniture,3,454.66,1363.98,2024-05-25
282,2,Wireless Mouse,Electronics,7,24.47,171.29,2024-09-04
283,3,Mechanical Keyboard,Electronics,10,143.0,1430.0,2024-08-06
284,10,Noise Cancelling Headphones,Electronics,6,333.07,1998.42,2024-03-23
285,15,A4 Printing Paper (Ream),Office Supplies,10,13.66,136.6,2024-05-12
286,10,Noise Cancelling Headphones,Electronics,4,136.52,546.08,2024-01-23
287,4,"4K UHD Monitor 27""",Electronics,10,309.16,3091.6,2024-02-02
288,14,Printer All-in-One,Office Supplies,4,211.92,847.68,2024-08-20
289,9,Cloud Computing Textbook,Books,7,82.47,577.29,2024-03-01
290,13,Tablet S,Electronics,10,336.91,3369.1,2024-05-06
291,4,"4K UHD Monitor 27""",Electronics,7,475.89,3331.23,2024-12-20
292,2,Wireless Mouse,Electronics,6,30.5,183.0,2024-03-17
293,2,Wireless Mouse,Electronics,3,34.72,104.16,2024-04-21
294,10,Noise Cancelling Headphones,Electronics,4,275.7,1102.8,2024-05-15
295,1,"Laptop Pro 13""",Electronics,7,945.41,6617.87,2024-08-31
296,14,Printer All-in-One,Office Supplies,3,156.06,468.18,2024-01-22
297,4,"4K UHD Monitor 27""",Electronics,2,361.85,723.7,2024-02-09
298,15,A4 Printing Paper (Ream),Office Supplies,9,7.94,71.46,2024-02-28
299,7,Standing Desk (Electric),Furniture,9,685.18,6166.62,2024-11-19
300,12,Smartphone X,Electronics,6,1021.91,6131.46,2024-07-09
301,12,Smartphone X,Electronics,10,1038.43,10384.3,2024-07-24
302,2,Wireless Mouse,Electronics,9,45.54,409.86,2024-08-18
303,2,Wireless Mouse,Electronics,1,31.45,31.45,2024-02-03
304,11,Webcam HD 1080p,Electronics,9,56.48,508.32,2024-01-26
305,2,Wireless Mouse,Electronics,10,29.89,298.9,2024-11-28
306,15,A4 Printing Paper (Ream),Office Supplies,1,9.01,9.01,2024-02-03
307,5,USB-C Hub,Accessories,2,40.18,80.36,2024-06-02
308,2,Wireless Mouse,Electronics,7,39.21,274.47,2024-11-25
309,1,"Laptop Pro 13""",Electronics,10,1209.15,12091.5,2024-10-22
310,8,Python Programming Book,Books,4,57.5,230.0,2024-10-07
311,10,Noise Cancelling Headphones,Electronics,9,304.03,2736.27,2024-11-11
312,3,Mechanical Keyboard,Electronics,3,113.61,340.83,2024-09-03
313,6,Office Chair Ergonomic,Furniture,10,348.29,3482.9,2024-04-27
314,4,"4K UHD Monitor 27""",Electronics,6,360.57,2163.42,2024-01-15
315,13,Tablet S,Electronics,3,613.91,1841.73,2024-03-16
316,15,A4 Printing Paper (Ream),Office Supplies,2,13.5,27.0,2024-08-19
317,5,USB-C Hub,Accessories,5,52.09,260.45,2024-01-08
318,11,Webcam HD 1080p,Electronics,6,40.87,245.22,2024-05-20
319,6,Office Chair Ergonomic,Furniture,8,332.18,2657.44,2024-10-20
320,9,Cloud Computing Textbook,Books,6,73.47,440.82,2024-03-03
321,5,USB-C Hub,Accessories,3,49.85,149.55,2024-07-17
322,8,Python Programming Book,Books,10,47.63,476.3,2024-07-29
323,13,Tablet S,Electronics,2,416.11,832.22,2024-04-02
324,4,"4K UHD Monitor 27""",Electronics,8,251.99,2015.92,2024-07-31
325,2,Wireless Mouse,Electronics,10,36.59,365.9,2024-03-01
326,10,Noise Cancelling Headphones,Electronics,9,220.85,1987.65,2024-09-18
327,12,Smartphone X,Electronics,7,963.73,6746.11,2024-10-26
328,12,Smartphone X,Electronics,9,712.31,6410.79,2024-11-20
329,5,USB-C Hub,Accessories,1,32.37,32.37,2024-02-02
330,5,USB-C Hub,Accessories,9,68.79,619.11,2024-10-06
331,7,Standing Desk (Electric),Furniture,8,613.75,4910.0,2024-04-18
332,9,Cloud Computing Textbook,Books,2,57.12,114.24,2024-09-15
333,5,USB-C Hub,Accessories,9,70.94,638.46,2024-10-06
334,11,Webcam HD 1080p,Electronics,10,111.59,1115.9,2024-04-19
335,11,Webcam HD 1080p,Electronics,4,99.9,399.6,2024-02-01
336,4,"4K UHD Monitor 27""",Electronics,8,394.84,3158.72,2024-06-13
337,5,USB-C Hub,Accessories,1,50.34,50.34,2024-05-23
338,6,Office Chair Ergonomic,Furniture,5,294.17,1470.85,2024-10-02
339,6,Office Chair Ergonomic,Furniture,2,198.92,397.84,2024-02-22
340,14,Printer All-in-One,Office Supplies,2,85.45,170.9,2024-10-10
341,1,"Laptop Pro 13""",Electronics,9,1238.94,11150.46,2024-12-30
342,9,Cloud Computing Textbook,Books,8,62.29,498.32,2024-06-01
343,6,Office Chair Ergonomic,Furniture,2,253.2,506.4,2024-11-22
344,7,Standing Desk (Electric),Furniture,2,344.82,689.64,2024-11-02
345,3,Mechanical Keyboard,Electronics,7,108.56,759.92,2024-06-28
346,11,Webcam HD 1080p,Electronics,10,61.38,613.8,2024-12-22
347,8,Python Programming Book,Books,8,42.84,342.72,2024-11-08
348,14,Printer All-in-One,Office Supplies,10,217.56,2175.6,2024-05-17
349,9,Cloud Computing Textbook,Books,5,46.0,230.0,2024-07-06
350,6,Office Chair Ergonomic,Furniture,8,385.04,3080.32,2024-08-19
351,9,Cloud Computing Textbook,Books,8,64.25,514.0,2024-07-07
352,1,"Laptop Pro 13""",Electronics,1,1464.45,1464.45,2024-06-29
353,13,Tablet S,Electronics,1,424.34,424.34,2024-11-04
354,4,"4K UHD Monitor 27""",Electronics,6,444.53,2667.18,2024-10-22
355,6,Office Chair Ergonomic,Furniture,10,310.5,3105.0,2024-01-25
356,7,Standing Desk (Electric),Furniture,8,561.67,4493.36,2024-02-11
357,12,Smartphone X,Electronics,5,1192.02,5960.1,2024-08-10
358,9,Cloud Computing Textbook,Books,8,77.33,618.64,2024-09-02
359,11,Webcam HD 1080p,Electronics,9,97.95,881.55,2024-01-22
360,12,Smartphone X,Electronics,1,767.81,767.81,2024-03-15
361,5,USB-C Hub,Accessories,5,60.81,304.05,2024-06-27
362,3,Mechanical Keyboard,Electronics,3,105.72,317.16,2024-07-20
363,15,A4 Printing Paper (Ream),Office Supplies,2,13.12,26.24,2024-07-04
364,15,A4 Printing Paper (Ream),Office Supplies,7,9.21,64.47,2024-05-02
365,5,USB-C Hub,Accessories,2,48.62,97.24,2024-09-10
366,8,Python Programming Book,Books,5,59.68,298.4,2024-02-22
367,2,Wireless Mouse,Electronics,6,33.0,198.0,2024-06-22
368,13,Tablet S,Electronics,7,605.03,4235.21,2024-11-16
369,10,Noise Cancelling Headphones,Electronics,9,337.21,3034.89,2024-03-31
370,13,Tablet S,Electronics,9,739.41,6654.69,2024-07-28
371,7,Standing Desk (Electric),Furniture,1,661.19,661.19,2024-01-06
372,6,Office Chair Ergonomic,Furniture,8,330.42,2643.36,2024-02-03
373,15,A4 Printing Paper (Ream),Office Supplies,10,8.21,82.1,2024-02-21
374,4,"4K UHD Monitor 27""",Electronics,1,311.11,311.11,2024-03-26
