SaleID,ProductID,ProductName,Category,QuantitySold,PricePerUnit,TotalAmount,SaleDate
165,14,Printer All-in-One,Office Supplies,1,107.97,107.97,2025-05-04
166,9,Cloud Computing Textbook,Books,6,64.97,389.82,2025-03-09
167,14,Printer All-in-One,Office Supplies,1,218.88,218.88,2025-11-17
168,12,Smartphone X,Electronics,1,934.96,934.96,2025-02-27
169,8,Python Programming Book,Books,8,52.67,421.36,2025-06-07
170,2,Wireless Mouse,Electronics,6,39.73,238.38,2025-06-04
171,10,Noise Cancelling Headphones,Electronics,1,303.38,303.38,2025-11-07
172,7,Standing Desk (Electric),Furniture,9,574.94,5174.46,2025-01-08
173,2,Wireless Mouse,Electronics,6,44.1,264.6,2025-11-11
174,4,"4K UHD Monitor 27""",Electronics,4,303.15,1212.6,2025-11-17
175,11,Webcam HD 1080p,Electronics,5,71.1,355.5,2025-04-08
176,1,"Laptop Pro 13""",Electronics,7,1186.57,8305.99,2025-12-30
177,15,A4 Printing Paper (Ream),Office Supplies,5,14.46,72.3,2025-09-20
178,9,Cloud Computing Textbook,Books,8,65.72,525.76,2025-02-02
179,1,"Laptop Pro 13""",Electronics,3,1029.48,3088.44,2025-04-03
180,11,Webcam HD 1080p,Electronics,2,78.07,156.14,2025-04-04
181,7,Standing Desk (Electric),Furniture,1,683.3,683.3,2025-07-18
182,1,"Laptop Pro 13""",Electronics,3,1069.16,3207.48,2025-02-16
183,9,Cloud Computing Textbook,Books,9,88.37,795.33,2025-02-07
184,2,Wireless Mouse,Electronics,7,46.48,325.36,2025-08-28
185,5,USB-C Hub,Accessories,2,59.15,118.3,2025-03-06
186,5,USB-C Hub,Accessories,6,64.18,385.08,2025-01-03
187,5,USB-C Hub,Accessories,5,63.99,319.95,2025-12-13
188,5,USB-C Hub,Accessories,3,49.64,148.92,2025-02-13
189,1,"Laptop Pro 13""",Electronics,10,1234.39,12343.9,2025-01-31
190,10,Noise Cancelling Headphones,Electronics,9,240.16,2161.44,2025-09-24
191,15,A4 Printing Paper (Ream),Office Supplies,2,9.48,18.96,2025-10-11
192,13,Tablet S,Electronics,1,673.47,673.47,2025-11-19
193,5,USB-C Hub,Accessories,1,62.55,62.55,2025-11-24
194,4,"4K UHD Monitor 27""",Electronics,10,293.73,2937.3,2025-01-10
195,8,Python Programming Book,Books,8,64.78,518.24,2025-05-02
196,8,Python Programming Book,Books,4,27.5,110.0,2025-10-27
197,14,Printer All-in-One,Office Supplies,9,166.13,1495.17,2025-08-20
198,8,Python Programming Book,Books,10,64.22,642.2,2025-11-08
199,12,Smartphone X,Electronics,6,1148.44,6890.64,2025-12-11
200,4,"4K UHD Monitor 27""",Electronics,2,319.19,638.38,2025-05-26
201,5,USB-C Hub,Accessories,3,55.17,165.51,2025-05-22
202,15,A4 Printing Paper (Ream),Office Supplies,8,9.6,76.8,2025-05-21
203,3,Mechanical Keyboard,Electronics,8,106.42,851.36,2025-10-15
204,10,Noise Cancelling Headphones,Electronics,5,318.33,1591.65,2025-07-10
205,2,Wireless Mouse,Electronics,10,22.91,229.1,2025-12-15
206,12,Smartphone X,Electronics,2,756.12,1512.24,2025-05-27
207,15,A4 Printing Paper (Ream),Office Supplies,1,14.0,14.0,2025-09-22
208,15,A4 Printing Paper (Ream),Office Supplies,3,7.06,21.18,2025-02-18
209,1,"Laptop Pro 13""",Electronics,2,1310.71,2621.42,2025-07-22
210,5,USB-C Hub,Accessories,10,30.76,307.6,2025-06-12
211,2,Wireless Mouse,Electronics,6,35.03,210.18,2025-04-29
212,1,"Laptop Pro 13""",Electronics,9,1345.67,12111.03,2025-11-21
213,9,Cloud Computing Textbook,Books,5,75.67,378.35,2025-04-14
214,9,Cloud Computing Textbook,Books,3,59.0,177.0,2025-10-24
215,7,Standing Desk (Electric),Furniture,9,522.93,4706.37,2025-11-08
216,12,Smartphone X,Electronics,2,605.56,1211.12,2025-07-06
217,5,USB-C Hub,Accessories,10,40.99,409.9,2025-07-31
218,2,Wireless Mouse,Electronics,6,45.91,275.46,2025-11-13
219,3,Mechanical Keyboard,Electronics,7,189.88,1329.16,2025-05-09
220,13,Tablet S,Electronics,2,631.12,1262.24,2025-12-26
221,10,Noise Cancelling Headphones,Electronics,7,306.49,2145.43,2025-07-30
222,2,Wireless Mouse,Electronics,6,43.3,259.8,2025-11-23
223,10,Noise Cancelling Headphones,Electronics,3,109.36,328.08,2025-04-02
224,4,"4K UHD Monitor 27""",Electronics,5,446.35,2231.75,2025-11-24
225,1,"Laptop Pro 13""",Electronics,6,1479.35,8876.1,2025-07-01
226,11,Webcam HD 1080p,Electronics,7,119.41,835.87,2025-05-17
227,1,"Laptop Pro 13""",Electronics,7,928.79,6501.53,2025-06-26
228,8,Python Programming Book,Books,1,38.57,38.57,2025-04-18
229,13,Tablet S,Electronics,8,776.67,6213.36,2025-08-27
230,7,Standing Desk (Electric),Furniture,8,301.99,2415.92,2025-08-05
231,7,Standing Desk (Electric),Furniture,5,625.79,3128.95,2025-01-20
232,10,Noise Cancelling Headphones,Electronics,10,166.97,1669.7,2025-06-16
233,7,Standing Desk (Electric),Furniture,8,341.14,2729.12,2025-08-24
234,10,Noise Cancelling Headphones,Electronics,8,340.99,2727.92,2025-07-14
235,8,Python Programming Book,Books,7,42.66,298.62,2025-03-23
236,5,USB-C Hub,Accessories,6,47.07,282.42,2025-09-15
237,10,Noise Cancelling Headphones,Electronics,3,140.87,422.61,2025-12-01
238,5,USB-C Hub,Accessories,10,61.42,614.2,2025-10-22
239,1,"Laptop Pro 13""",Electronics,3,1247.88,3743.64,2025-03-09
240,6,Office Chair Ergonomic,Furniture,7,288.46,2019.22,2025-05-23
241,13,Tablet S,Electronics,7,552.77,3869.39,2025-05-01
242,1,"Laptop Pro 13""",Electronics,5,1161.59,5807.95,2025-03-23
243,5,USB-C Hub,Accessories,3,56.28,168.84,2025-10-09
244,1,"Laptop Pro 13""",Electronics,5,1110.16,5550.8,2025-04-20
245,15,A4 Printing Paper (Ream),Office Supplies,7,5.25,36.75,2025-10-20
246,6,Office Chair Ergonomic,Furniture,1,150.22,150.22,2025-03-21
247,14,Printer All-in-One,Office Supplies,3,153.67,461.01,2025-12-12
248,14,Printer All-in-One,Office Supplies,4,139.12,556.48,2025-03-27
249,15,A4 Printing Paper (Ream),Office Supplies,5,10.52,52.6,2025-07-13
250,13,Tablet S,Electronics,3,456.67,1370.01,2025-09-26
251,4,"4K UHD Monitor 27""",Electronics,4,494.0,1976.0,2025-04-29
252,7,Standing Desk (Electric),Furniture,6,452.66,2715.96,2025-12-25
253,8,Python Programming Book,Books,7,42.31,296.17,2025-11-20
254,4,"4K UHD Monitor 27""",Electronics,9,345.32,3107.88,2025-09-01
255,9,Cloud Computing Textbook,Books,6,84.83,508.98,2025-08-11
256,12,Smartphone X,Electronics,8,1176.43,9411.44,2025-10-04
257,3,Mechanical Keyboard,Electronics,9,191.34,1722.06,2025-12-27
258,13,Tablet S,Electronics,5,599.56,2997.8,2025-12-08
259,3,Mechanical Keyboard,Electronics,5,150.85,754.25,2025-03-20
260,2,Wireless Mouse,Electronics,8,42.17,337.36,2025-01-28
261,11,Webcam HD 1080p,Electronics,2,109.32,218.64,2025-01-10
262,10,Noise Cancelling Headphones,Electronics,8,314.94,2519.52,2025-07-29
263,14,Printer All-in-One,Office Supplies,8,89.83,718.64,2025-12-05
264,3,Mechanical Keyboard,Electronics,9,169.84,1528.56,2025-11-27
265,6,Office Chair Ergonomic,Furniture,9,309.01,2781.09,2025-03-29
266,15,A4 Printing Paper (Ream),Office Supplies,8,7.64,61.12,2025-03-12
267,3,Mechanical Keyboard,Electronics,6,193.59,1161.54,2025-07-14
268,12,Smartphone X,Electronics,1,988.63,988.63,2025-10-12
269,2,Wireless Mouse,Electronics,3,27.4,82.2,2025-01-18
270,15,A4 Printing Paper (Ream),Office Supplies,9,7.23,65.07,2025-03-06
271,12,Smartphone X,Electronics,5,698.4,3492.0,2025-01-13
272,6,Office Chair Ergonomic,Furniture,1,399.91,399.91,2025-11-12
273,3,Mechanical Keyboard,Electronics,7,195.31,1367.17,2025-01-10
274,10,Noise Cancelling Headphones,Electronics,7,186.16,1303.12,2025-09-24
275,2,Wireless Mouse,Electronics,9,45.95,413.55,2025-12-12
276,15,A4 Printing Paper (Ream),Office Supplies,4,9.6,38.4,2025-03-11
277,11,Webcam HD 1080p,Electronics,2,48.26,96.52,2025-04-27
278,6,Office Chair Ergonomic,Furniture,4,219.85,879.4,2025-10-23
279,6,Office Chair Ergonomic,Furniture,5,237.89,1189.45,2025-04-21
280,14,Printer All-in-One,Office Supplies,2,237.42,474.84,2025-06-13
281,12,Smartphone X,Electronics,6,925.65,5553.9,2025-11-13
282,1,"Laptop Pro 13""",Electronics,7,1341.15,9388.05,2025-02-28
283,5,USB-C Hub,Accessories,5,75.72,378.6,2025-07-18
284,8,Python Programming Book,Books,4,46.03,184.12,2025-07-18
285,1,"Laptop Pro 13""",Electronics,10,1485.81,14858.1,2025-01-22
286,8,Python Programming Book,Books,8,32.97,263.76,2025-07-23
287,13,Tablet S,Electronics,1,557.13,557.13,2025-08-19
288,5,USB-C Hub,Accessories,10,47.35,473.5,2025-05-19
289,4,"4K UHD Monitor 27""",Electronics,7,351.82,2462.74,2025-02-14
290,10,Noise Cancelling Headphones,Electronics,10,270.42,2704.2,2025-08-17
291,12,Smartphone X,Electronics,1,935.93,935.93,2025-12-01
292,15,A4 Printing Paper (Ream),Office Supplies,1,8.61,8.61,2025-01-29
293,10,Noise Cancelling Headphones,Electronics,10,272.24,2722.4,2025-08-30
294,9,Cloud Computing Textbook,Books,9,58.92,530.28,2025-12-11
295,1,"Laptop Pro 13""",Electronics,7,1357.89,9505.23,2025-03-14
296,15,A4 Printing Paper (Ream),Office Supplies,8,8.75,70.0,2025-03-20
297,9,Cloud Computing Textbook,Books,10,47.64,476.4,2025-12-18
298,11,Webcam HD 1080p,Electronics,1,72.76,72.76,2025-12-16
299,9,Cloud Computing Textbook,Books,9,46.62,419.58,2025-07-03
300,1,"Laptop Pro 13""",Electronics,4,958.56,3834.24,2025-03-25
301,10,Noise Cancelling Headphones,Electronics,3,197.15,591.45,2025-08-23
302,5,USB-C Hub,Accessories,5,53.01,265.05,2025-04-22
303,13,Tablet S,Electronics,1,351.51,351.51,2025-10-01
304,2,Wireless Mouse,Electronics,1,26.72,26.72,2025-01-23
305,13,Tablet S,Electronics,7,418.77,2931.39,2025-07-18
306,9,Cloud Computing Textbook,Books,7,41.09,287.63,2025-05-27
307,6,Office Chair Ergonomic,Furniture,8,300.17,2401.36,2025-03-24
308,8,Python Programming Book,Books,7,57.35,401.45,2025-09-11
309,7,Standing Desk (Electric),Furniture,2,621.89,1243.78,2025-02-22
310,14,Printer All-in-One,Office Supplies,4,149.32,597.28,2025-07-14
311,5,USB-C Hub,Accessories,1,45.49,45.49,2025-10-01
312,14,Printer All-in-One,Office Supplies,10,133.26,1332.6,2025-03-24
313,5,USB-C Hub,Accessories,2,64.55,129.1,2025-09-26
314,4,"4K UHD Monitor 27""",Electronics,2,447.51,895.02,2025-01-15
315,1,"Laptop Pro 13""",Electronics,1,1024.76,1024.76,2025-07-20
316,14,Printer All-in-One,Office Supplies,5,207.13,1035.65,2025-05-07
317,11,Webcam HD 1080p,Electronics,9,104.02,936.18,2025-02-08
318,11,Webcam HD 1080p,Electronics,6,69.83,418.98,2025-01-17
319,5,USB-C Hub,Accessories,2,46.36,92.72,2025-05-11
320,5,USB-C Hub,Accessories,3,50.83,152.49,2025-05-18
321,4,"4K UHD Monitor 27""",Electronics,4,392.89,1571.56,2025-03-28
322,14,Printer All-in-One,Office Supplies,10,216.96,2169.6,2025-08-23
323,8,Python Programming Book,Books,1,48.84,48.84,2025-11-01
324,14,Printer All-in-One,Office Supplies,5,95.21,476.05,2025-04-30
325,5,USB-C Hub,Accessories,2,70.51,141.02,2025-03-12
326,8,Python Programming Book,Books,8,44.25,354.0,2025-04-12
327,5,USB-C Hub,Accessories,2,51.86,103.72,2025-08-18
328,2,Wireless Mouse,Electronics,4,38.69,154.76,2025-09-27
329,4,"4K UHD Monitor 27""",Electronics,5,260.61,1303.05,2025-09-11
330,6,Office Chair Ergonomic,Furniture,7,399.02,2793.14,2025-04-11
331,4,"4K UHD Monitor 27""",Electronics,3,430.03,1290.09,2025-03-22
332,3,Mechanical Keyboard,Electronics,6,94.31,565.86,2025-06-25
333,11,Webcam HD 1080p,Electronics,5,80.69,403.45,2025-02-11
334,1,"Laptop Pro 13""",Electronics,8,1047.56,8380.48,2025-03-08
335,8,Python Programming Book,Books,10,50.02,500.2,2025-04-02
336,7,Standing Desk (Electric),Furniture,4,512.04,2048.16,2025-08-05
337,13,Tablet S,Electronics,6,301.88,1811.28,2025-02-21
338,10,Noise Cancelling Headphones,Electronics,1,295.16,295.16,2025-10-24
339,3,Mechanical Keyboard,Electronics,7,145.41,1017.87,2025-12-24
340,6,Office Chair Ergonomic,Furniture,8,187.79,1502.32,2025-01-23
341,15,A4 Printing Paper (Ream),Office Supplies,9,12.4,111.6,2025-01-21
342,6,Office Chair Ergonomic,Furniture,1,299.32,299.32,2025-05-30
343,15,A4 Printing Paper (Ream),Office Supplies,2,8.22,16.44,2025-02-07
344,2,Wireless Mouse,Electronics,10,44.61,446.1,2025-03-08
345,14,Printer All-in-One,Office Supplies,2,207.65,415.3,2025-08-27
346,10,Noise Cancelling Headphones,Electronics,5,130.13,650.65,2025-05-11
347,4,"4K UHD Monitor 27""",Electronics,10,443.78,4437.8,2025-07-01
348,8,Python Programming Book,Books,7,25.56,178.92,2025-12-09
349,9,Cloud Computing Textbook,Books,1,56.92,56.92,2025-08-19
350,12,Smartphone X,Electronics,10,863.46,8634.6,2025-04-23
351,2,Wireless Mouse,Electronics,3,42.13,126.39,2025-02-23
352,15,A4 Printing Paper (Ream),Office Supplies,9,11.41,102.69,2025-07-28
353,12,Smartphone X,Electronics,1,607.68,607.68,2025-04-27
354,10,Noise Cancelling Headphones,Electronics,8,164.15,1313.2,2025-05-02
355,7,Standing Desk (Electric),Furniture,4,614.9,2459.6,2025-06-28
356,11,Webcam HD 1080p,Electronics,7,106.78,747.46,2025-10-16
357,9,Cloud Computing Textbook,Books,9,66.9,602.1,2025-02-08
358,7,Standing Desk (Electric),Furniture,3,484.0,1452.0,2025-09-02
359,1,"Laptop Pro 13""",Electronics,9,1379.22,12412.98,2025-10-25
360,5,USB-C Hub,Accessories,1,58.84,58.84,2025-11-19
361,6,Office Chair Ergonomic,Furniture,7,210.44,1473.08,2025-06-26
362,13,Tablet S,Electronics,7,723.33,5063.31,2025-09-29
363,9,Cloud Computing Textbook,Books,9,42.6,383.4,2025-09-02
364,12,Smartphone X,Electronics,1,956.23,956.23,2025-08-17
365,13,Tablet S,Electronics,9,601.58,5414.22,2025-10-24
366,3,Mechanical Keyboard,Electronics,6,199.65,1197.9,2025-11-03
367,9,Cloud Computing Textbook,Books,2,63.68,127.36,2025-05-15
368,12,Smartphone X,Electronics,10,1090.87,10908.7,2025-07-24
369,3,Mechanical Keyboard,Electronics,4,187.3,749.2,2025-10-20
370,15,A4 Printing Paper (Ream),Office Supplies,1,14.98,14.98,2025-08-05
371,14,Printer All-in-One,Office Supplies,1,217.45,217.45,2025-08-12
372,14,Printer All-in-One,Office Supplies,5,188.85,944.25,2025-08-06
373,2,Wireless Mouse,Electronics,10,22.46,224.6,2025-12-27
374,15,A4 Printing Paper (Ream),Office Supplies,10,14.21,142.1,2025-09-07
375,13,Tablet S,Electronics,10,568.28,5682.8,2025-03-17
